country,date,experiment_id,order_id,spend_usd,user_bucket,user_id,vertical
,,12624549,,0,3,16554430871838092438,
,,12624548,,0,14,14411542309984779713,
,,12624549,,0,20,8425202140671508556,
,,12624549,,0,16,11302731652742770675,
,,12624549,,0,14,1399243101040681867,
,,12624549,,0,3,298532566148711135,
,,12624548,,0,6,7166579328573822561,
,,12624549,,0,15,856361011881161765,
,,12624548,,0,4,7069403635541604873,
,,12624549,,0,5,10285381184010535915,
,,12624549,,0,16,17545155814544701869,
,,12624548,,0,8,6137467593499280663,
,,12624549,,0,17,4484633480144183416,
JP,2017-04-07,12624549,11163522324375168320,2.164181,14,10866268052521674886,GAMES
,,12624549,,0,18,17158837425948468028,
,,12624549,,0,19,18229780555460126953,
ID,2017-04-02,12624548,6150947317170565689,0.975841,9,12694082849855316689,GAMES
ID,2017-04-02,12624548,14655009389327646207,2.868148,9,12694082849855316689,GAMES
,,12624549,,0,17,14436162251897333735,
JP,2017-04-06,12624548,12543741064946064489,26.174415,4,10988135320952010206,GAMES
JP,2017-04-04,12624548,3013104460092423921,1.08475,4,10988135320952010206,GAMES
,,12624548,,0,9,2110504725244908498,
,,12624548,,0,1,10715423330132361769,
,,12624549,,0,5,13236725365684988830,
,,12624549,,0,4,8996324787150471369,
,,12624549,,0,16,1740044328577374354,
US,2017-04-01,12624549,5130573664937170916,49.99,6,15769937560239176622,GAMES
US,2017-04-07,12624549,15955949242795421064,9.99,6,15769937560239176622,GAMES
US,2017-04-07,12624549,12360548851937891211,9.99,6,15769937560239176622,GAMES
US,2017-04-07,12624549,7916594038982986286,9.99,6,15769937560239176622,GAMES
,,12624549,,0,17,15501793164262633637,
,,12624548,,0,11,1709829008352581212,
,,12624549,,0,19,3935390771585568934,
,,12624549,,0,20,3464245582720549234,
,,12624548,,0,1,2542962804712195807,
,,12624549,,0,20,405173542154182720,
,,12624549,,0,8,8092822398187646734,
,,12624548,,0,8,9940017920991001449,
,,12624549,,0,11,6629901858151934747,
,,12624548,,0,17,12931525096389139871,
,,12624548,,0,17,13850654863650847664,
,,12624548,,0,1,11081002541683476483,
,,12624548,,0,18,9637737394877344036,
,,12624548,,0,5,6166693069657322031,
,,12624549,,0,18,14512153695753139030,
KR,2017-04-01,12624549,8270985683651689934,5.59,15,9300149651621784007,GAMES
,,12624549,,0,9,9238276249193982234,
,,12624548,,0,15,8984782096176724951,
,,12624548,,0,20,14884967206988551617,
,,12624548,,0,5,16892872922004160678,
,,12624549,,0,19,12030635534167261382,
US,2017-04-06,12624549,4759582181593718703,1.99,12,11090400841512648693,GAMES
US,2017-04-06,12624549,17169791861705928623,9.99,12,11090400841512648693,GAMES
,,12624548,,0,17,6175583346767921162,
,,12624548,,0,4,5968944182708657835,
,,12624549,,0,19,6596579629073149790,
,,12624548,,0,14,12465650469067219340,
,,12624548,,0,7,17249160284203264060,
,,12624548,,0,15,9332769939685560875,
,,12624549,,0,8,889569954546282171,
,,12624548,,0,15,2151018082836740406,
,,12624548,,0,4,10876036744830748374,
